Type,Level,mae_ptac,mae_anchor_banked,mae_anchor_plain,feature_effect,corrector_effect,total_gap_vs_plain,corrector_share_of_gap
sudden_shift,0.0,32.0836041531077,32.0836041531077,33.76879372420129,1.6851895710935878,0.0,1.6851895710935878,0.0
sudden_shift,1.0,96.47874946330492,99.02288129065936,99.59440208939547,0.5715207987361168,2.544131827354434,3.115652626090551,0.8165646600169134
sudden_shift,2.0,173.97069507725567,188.72190254550043,189.29342334423652,0.5715207987360884,14.751207468244758,15.322728266980846,0.9627011072194195
sudden_shift,4.0,337.695406530237,360.56381008508276,360.66326522754537,0.09945514246260245,22.86840355484577,22.967858697308372,0.9956698121590997
