variant,intensity,target,n_seeds,rescue_mean,rescue_sd,positive_seeds,anchor_mae,corrected_mae,nn_delta_mae,abs_gain_vs_xgb_diff,pct_gain_vs_xgb_diff,nominal_anchor_mae,nominal_final_mae,nominal_penalty_rel,overall_anchor_mae,overall_final_mae,overall_abs_gain,overall_pct_gain,gate_applied_rate,safety_pass_rate,rescue_ci_lo,rescue_ci_hi,ci_method
Full,0.2,temperature,5,0.07711585398389109,0.1709520491148861,2,2.2658672024667,2.090792804858167,2.090792804858167,0.17507439760853288,7.711585398389113,0.057917301356754734,0.057917301356754734,0.0,2.245423221900867,2.07196988352945,0.1734533383714168,7.709123932257983,0.4,0.4,-0.13514915082122503,0.2893808587890072,"two-sided Student-t, df=n_seeds-1"
Full,0.25,dissolved oxygen,5,0.0,0.0,0,0.6542956244826671,0.6542956244826671,0.6542956244826671,0.0,0.0,0.03122904952615494,0.03122904952615494,0.0,0.6485264895293661,0.6485264895293661,0.0,0.0,0.0,0.0,0.0,0.0,"two-sided Student-t, df=n_seeds-1"
Full,0.25,electric conductivity,5,0.01528960483486414,0.03418859575986566,1,28.789379383381437,28.34647301526843,28.34647301526843,0.44290636811300954,1.5289604834864154,1.517518246670005,1.517518246670005,0.0,28.536862150634107,28.09805676741103,0.4388053832230746,1.528034112240757,0.2,0.2,-0.027161143669302994,0.057740353339031276,"two-sided Student-t, df=n_seeds-1"
Full,0.25,ph,5,0.0,0.0,0,1.0173323885476901,1.0173323885476901,1.0173323885476901,0.0,0.0,0.09036575305897328,0.09036575305897328,0.0,1.008749364145017,1.008749364145017,0.0,0.0,0.0,0.0,0.0,0.0,"two-sided Student-t, df=n_seeds-1"
Full,0.25,temperature,5,0.0,0.0,0,2.725576976793045,2.725576976793045,2.725576976793045,0.0,0.0,0.02350969389069698,0.02350969389069698,0.0,2.70055783528469,2.70055783528469,0.0,0.0,0.0,0.0,0.0,0.0,"two-sided Student-t, df=n_seeds-1"
No Attention,0.1,dissolved oxygen,5,0.0,0.0,0,0.5430705659465186,0.5430705659465186,0.5430705659465186,0.0,0.0,0.0753982036374509,0.0753982036374509,0.0,0.5387402662955086,0.5387402662955086,0.0,0.0,0.0,0.0,0.0,0.0,"two-sided Student-t, df=n_seeds-1"
No Attention,0.1,electric conductivity,5,0.0,0.0,0,10.910078120797689,10.910078120797689,10.910078120797689,0.0,0.0,2.2918391813828918,2.2918391813828918,0.0,10.830279612099405,10.830279612099405,0.0,0.0,0.0,0.0,0.0,0.0,"two-sided Student-t, df=n_seeds-1"
No Attention,0.1,ph,5,0.0,0.0,0,0.39434349599527485,0.39434349599527485,0.39434349599527485,0.0,0.0,0.09777524759217679,0.09777524759217679,0.0,0.3915974936952461,0.3915974936952461,0.0,0.0,0.0,0.0,0.0,0.0,"two-sided Student-t, df=n_seeds-1"
No Attention,0.1,temperature,5,0.0,0.0,0,1.1415392156246804,1.1415392156246804,1.1415392156246804,0.0,0.0,0.049087525158932235,0.049087525158932235,0.0,1.131423922194442,1.131423922194442,0.0,0.0,0.0,0.0,0.0,0.0,"two-sided Student-t, df=n_seeds-1"
No Attention,0.15,dissolved oxygen,5,0.0,0.0,0,0.5729190160291722,0.5729190160291722,0.5729190160291722,0.0,0.0,0.049900908209383435,0.049900908209383435,0.0,0.5680762557715815,0.5680762557715815,0.0,0.0,0.0,0.0,0.0,0.0,"two-sided Student-t, df=n_seeds-1"
